-13162278.19,4035362.636,107,,Little Tokyo / Arts District Station,81403,Stop: Little Tokyo / Arts District Station\nStop No: 81403,"https://www.metro.net/riding/schedules-2/?nla_target=1&nla_win=p,75,75"
-13160851.44,4035199.903,76,,Pico / Aliso Station,80407,Stop: Pico / Aliso Station\nStop No: 80407,"https://www.metro.net/riding/schedules-2/?nla_target=1&nla_win=p,75,75"
-13160151.02,4035143.61,75,,Mariachi Plaza / Boyle Heights Station,80406,Stop: Mariachi Plaza / Boyle Heights Station\nStop No: 80406,"https://www.metro.net/riding/schedules-2/?nla_target=1&nla_win=p,75,75"
-13159083.8,4034677.693,74,,Soto Station,80405,Stop: Soto Station\nStop No: 80405,"https://www.metro.net/riding/schedules-2/?nla_target=1&nla_win=p,75,75"
-13157093.52,4033408.609,73,,Indiana Station,80404,Stop: Indiana Station\nStop No: 80404,"https://www.metro.net/riding/schedules-2/?nla_target=1&nla_win=p,75,75"
-13154417.17,4033276.832,72,,Maravilla Station,80403,Stop: Maravilla Station\nStop No: 80403,"https://www.metro.net/riding/schedules-2/?nla_target=1&nla_win=p,75,75"
-13152895.32,4033287.444,70,,Atlantic Station,80401,Stop: Atlantic Station\nStop No: 80401,"https://www.metro.net/riding/schedules-2/?nla_target=1&nla_win=p,75,75"
-13153645.28,4033282.876,71,,East LA Civic Center Station,80402,Stop: East LA Civic Center Station\nStop No: 80402,"https://www.metro.net/riding/schedules-2/?nla_target=1&nla_win=p,75,75"
